번호,종목코드,종목명,업종코드,업종명,상장주식수,자본금
71,1060,JW중외제약,32102,의약품 제조업,21539926,54526100000
72,96760,JW홀딩스,116409,기타 금융업,68441182,34220591000
73,35900,JYP Ent.,105902,오디오물 출판 및 원판 녹음업,35497492,17943451500
74,24840,KBI메탈,32402,1차 비철금속 제조업,32950848,16475424000
75,105560,KB금융,116409,기타 금융업,415807920,2.09056E+12
76,24120,KB오토시스,33003,자동차 신품 부품 제조업,11500000,5750000000
77,2380,KCC,32004,기타 화학제품 제조업,8886471,48084660000
78,21320,KCC건설,64101,건물 건설업,21400000,1.07E+11
79,36670,KCI,32004,기타 화학제품 제조업,11270000,5635000000
80,9070,KCTC,84903,도로 화물 운송업,30000000,15000000000
81,9440,KC그린홀딩스,116409,기타 금융업,22434980,11217490000
82,112190,KC산업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",7125253,3562626500
83,119650,KC코트렐,32901,일반 목적용 기계 제조업,13000000,6500000000
84,44180,KD,64101,건물 건설업,16525360,8262680000
85,92220,KEC,32601,반도체 제조업,116706940,58353470000
86,151860,KG ETS,53802,폐기물 처리업,36000000,20051860000
87,16380,KG동부제철,32401,1차 철강 제조업,100008897,5.00311E+11
88,46440,KG모빌리언스,105802,소프트웨어 개발 및 공급업,38825568,19412784000
89,35600,KG이니시스,105802,소프트웨어 개발 및 공급업,27904434,13952217000
90,1390,KG케미칼,32001,기초 화학물질 제조업,13866096,71638725000
91,60720,KH바텍,32602,전자부품 제조업,23673903,11836951500
92,1940,KISCO홀딩스,32401,1차 철강 제조업,18476380,18476380000
93,122450,KMH,106002,텔레비전 방송업,22667982,11434247500
94,52900,KMH하이텍,32202,플라스틱제품 제조업,46885499,23442749500
95,58400,KNN,106002,텔레비전 방송업,132429720,66214860000
96,114450,KPX생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,15000000,7500000000
97,25000,KPX케미칼,32001,기초 화학물질 제조업,4840000,24200000000
98,92230,KPX홀딩스,32001,기초 화학물질 제조업,4224646,21123230000
99,40,KR모터스,33109,그외 기타 운송장비 제조업,96137368,48068684000
100,44450,KSS해운,85001,해상 운송업,23185880,11592940000
101,30200,KT,106102,전기 통신업,261111808,1.5645E+12
102,33780,KT&G,31201,담배 제조업,137292497,9.54959E+11
103,30210,KTB투자증권,116601,금융 지원 서비스업,60314092,3.0157E+11
104,36030,KTH,74601,상품 중개업,35715022,35715022000
105,58850,KTcs,106309,기타 정보 서비스업,42685000,23842500000
106,58860,KTis,106309,기타 정보 서비스업,34802000,17401000000
107,60370,KT서브마린,64203,전기 및 통신 공사업,21900000,21900000000
108,93050,LF,31401,봉제의복 제조업,29240000,1.462E+11
109,3550,LG,116409,기타 금융업,172557131,8.79359E+11
110,34220,LG디스플레이,32602,전자부품 제조업,357815700,1.78908E+12
111,1120,LG상사,74601,상품 중개업,38760000,1.938E+11
112,51900,LG생활건강,32004,기타 화학제품 제조업,15618197,88589470000
113,32640,LG유플러스,106102,전기 통신업,436611361,2.57397E+12
114,11070,LG이노텍,32602,전자부품 제조업,23667107,1.18336E+11
115,66570,LG전자,32604,통신 및 방송 장비 제조업,163647814,9.04169E+11
116,108670,LG하우시스,32202,플라스틱제품 제조업,8967670,50000000000
117,37560,LG헬로비전,106002,텔레비전 방송업,77446865,1.93617E+11
118,51910,LG화학,32001,기초 화학물질 제조업,70592343,3.91406E+11
119,79550,LIG넥스원,32502,무기 및 총포탄 제조업,22000000,1.1E+11
120,6260,LS,116409,기타 금융업,32200000,1.61E+11
121,10120,LS ELECTRIC,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",30000000,1.5E+11
122,680,LS네트웍스,74608,상품 종합 도매업,78803016,3.94015E+11
123,229640,LS전선아시아,116409,기타 금융업,30624879,15312439500
124,23150,MH에탄올,31101,알코올음료 제조업,7378526,4596763000
125,65150,MP그룹,74603,음·식료품 및 담배 도매업,124435974,12443597400
126,219550,MP한강,74604,생활용품 도매업,79827864,7982786400
127,35420,NAVER,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",164263395,16481339500
128,160550,NEW,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",27906106,13953053000
129,53290,NE능률,105801,"서적, 잡지 및 기타 인쇄물 출판업",16526307,8263153500
130,181710,NHN,105802,소프트웨어 개발 및 공급업,19565025,9782512500
131,104200,NHN벅스,105802,소프트웨어 개발 및 공급업,14827550,7413775000
132,60250,NHN한국사이버결제,106309,기타 정보 서비스업,22971393,11485696500
133,5940,NH투자증권,116601,금융 지원 서비스업,281408887,1.53128E+12
134,338100,NH프라임리츠,126801,부동산 임대 및 공급업,18660000,9330000000
135,34310,NICE,137105,회사 본부 및 경영 컨설팅 서비스업,37882300,18941150000
136,30190,NICE평가정보,106309,기타 정보 서비스업,60714820,30357410000
137,8260,NI스틸,32401,1차 철강 제조업,28600117,14300058500
138,4250,NPC,32202,플라스틱제품 제조업,36720000,21000000000
139,10060,OCI,32001,기초 화학물질 제조업,23849371,1.27247E+11
140,78590,OQP,33003,자동차 신품 부품 제조업,78724637,15744927400
141,178920,PI첨단소재,32202,플라스틱제품 제조업,29366322,14683161000
142,24940,PN풍년,32509,기타 금속 가공제품 제조업,10000000,5000000000
143,5490,POSCO,32401,1차 철강 제조업,87186835,4.82403E+11
144,218410,RFHIC,32604,통신 및 방송 장비 제조업,23847620,11923810000
145,91340,S&K폴리텍,32602,전자부품 제조업,11703721,5851860500
146,100840,S&TC,32901,일반 목적용 기계 제조업,7506711,3753355500
147,64960,S&T모티브,33003,자동차 신품 부품 제조업,14623136,73115680000
148,3570,S&T중공업,33003,자동차 신품 부품 제조업,33252697,85631742500
149,36530,S&T홀딩스,116409,기타 금융업,16303886,8351943000
150,10950,S-Oil,31902,석유 정제품 제조업,112582792,2.91512E+11
151,19550,SBI인베스트먼트,116402,신탁업 및 집합투자업,162066575,83533287500
152,950110,SBI핀테크솔루션즈,105802,소프트웨어 개발 및 공급업,24048040,0
153,34120,SBS,106002,텔레비전 방송업,18252582,91262910000
154,101060,SBS미디어홀딩스,106002,텔레비전 방송업,139896190,69948095000
155,46140,SBS콘텐츠허브,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",21463555,10731777500
156,36120,SCI평가정보,106309,기타 정보 서비스업,35500000,17750000000
157,99220,SDN,74605,기계장비 및 관련 물품 도매업,48178714,24089357000
158,36540,SFA반도체,32601,반도체 제조업,164460303,82487451500
159,255220,SG,32309,기타 비금속 광물제품 제조업,36720027,3672002700
160,40610,SG&G,33003,자동차 신품 부품 제조업,34087196,17043598000
161,49470,SGA,105802,소프트웨어 개발 및 공급업,48812249,48812249000
162,184230,SGA솔루션즈,105802,소프트웨어 개발 및 공급업,38943605,3894360500
163,224880,SGA클라우드서비스,105802,소프트웨어 개발 및 공급업,5418165,2709082500
164,5090,SGC에너지,43501,전기업,14677004,73385020000
165,16250,SGC이테크건설,64101,건물 건설업,1581383,7906915000
166,4060,SG세계물산,74608,상품 종합 도매업,202424960,1.01212E+11
167,1380,SG충방,33003,자동차 신품 부품 제조업,44964143,22482071500
168,2360,SH에너지화학,32001,기초 화학물질 제조업,111133730,55566865000
169,9160,SIMPAC,32902,특수 목적용 기계 제조업,65429516,32714758000
170,123700,SJM,33003,자동차 신품 부품 제조업,15604898,7802449000
171,25530,SJM홀딩스,74502,자동차 부품 및 내장품 판매업,14934008,7467004000
172,34730,SK,116409,기타 금융업,70360297,15385286400
173,307070,SK4호스팩,116601,금융 지원 서비스업,5160000,516000000
174,337450,SK5호스팩,116601,금융 지원 서비스업,4310000,431000000
175,340350,SK6호스팩,116601,금융 지원 서비스업,5710000,571000000
176,11790,SKC,32004,기타 화학제품 제조업,37868298,1.89341E+11
177,18670,SK가스,74607,기타 전문 도매업,9230244,46151220000
178,1740,SK네트웍스,74607,기타 전문 도매업,248187647,6.20753E+11
179,6120,SK디스커버리,116409,기타 금융업,19037855,1.11677E+11
180,210980,SK디앤디,126801,부동산 임대 및 공급업,18990164,18990164000
181,68400,SK렌터카,147601,운송장비 임대업,47285840,23642920000
182,36490,SK머티리얼즈,32001,기초 화학물질 제조업,10547673,5273836500
183,326030,SK바이오팜,137001,자연과학 및 공학 연구개발업,78313250,39156625000
184,96770,SK이노베이션,31902,석유 정제품 제조업,92465564,4.6857E+11
185,1510,SK증권,116601,금융 지원 서비스업,472590171,2.38251E+11
186,285130,SK케미칼,32002,합성고무 및 플라스틱 물질 제조업,11741396,66000330000
187,17670,SK텔레콤,106102,전기 통신업,80745711,44639473000
188,660,SK하이닉스,32601,반도체 제조업,728002365,3.65765E+12
189,48550,SM C&C,137103,광고업,94610120,47305060000
190,63440,SM Life Design,31802,기록매체 복제업,45129154,22924577000
191,950180,SNK,105802,소프트웨어 개발 및 공급업,21061800,0
192,5610,SPC삼립,31007,기타 식품 제조업,8629009,43145045000
193,11810,STX,74608,상품 종합 도매업,19726902,49317255000
194,77970,STX엔진,32901,일반 목적용 기계 제조업,23008904,57522260000
195,71970,STX중공업,32901,일반 목적용 기계 제조업,28365976,70914940000
196,289080,SV인베스트먼트,116409,기타 금융업,53234000,26617000000
197,84870,TBH글로벌,31401,봉제의복 제조업,20856819,10428409500
198,2710,TCC스틸,32401,1차 철강 제조업,23000000,23000000000
199,89230,THE E&M,106309,기타 정보 서비스업,160411688,16041168800
200,161570,THE MIDONG,32605,영상 및 음향기기 제조업,13791786,6895893000
201,32540,TJ미디어,32605,영상 및 음향기기 제조업,13931609,6965804500
202,48770,TPC,32901,일반 목적용 기계 제조업,13480276,6740138000
203,246690,TS인베스트먼트,116402,신탁업 및 집합투자업,24324534,12162267000
204,317240,TS트릴리온,32004,기타 화학제품 제조업,50454511,5045451100
205,38340,UCI,168505,일반 교습 학원,37397367,18748683500
206,73570,WI,32902,특수 목적용 기계 제조업,75840849,7584084900
207,24070,WISCOM,32202,플라스틱제품 제조업,15326438,7663219000
208,52300,W홀딩컴퍼니,85209,기타 운송관련 서비스업,232418093,23241809300
209,57030,YBM넷,168507,교육지원 서비스업,16312697,8156348500
210,37270,YG PLUS,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",59646045,30448022500
211,40300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",42000000,42000000000
212,51390,YW,74608,상품 종합 도매업,11355368,5677684000
213,52220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",23000000,11500000000
214,79940,가비아,105802,소프트웨어 개발 및 공급업,13535684,6767842000
215,78890,가온미디어,32604,통신 및 방송 장비 제조업,15074293,7537146500
216,500,가온전선,32803,절연선 및 케이블 제조업,4160347,20801735000
217,192410,감마누,32604,통신 및 방송 장비 제조업,27648751,13824375500
218,860,강남제비스코,32004,기타 화학제품 제조업,6500000,6500000000
219,217730,강스템바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업,24846666,12423333000
220,114190,강원,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",18154911,9077455500
221,35250,강원랜드,189102,유원지 및 기타 오락관련 서비스업,213940500,1.0697E+11
222,94480,갤럭시아머니트리,105802,소프트웨어 개발 및 공급업,39229838,19614919000
223,11420,갤럭시아에스엠,189101,스포츠 서비스업,27549644,13774822000
224,63080,게임빌,105802,소프트웨어 개발 및 공급업,6595192,3297596000
225,44480,경남바이오파마,32201,고무제품 제조업,20127806,10063903000
226,39240,경남스틸,32401,1차 철강 제조업,25000000,2500000000
227,53950,경남제약,32102,의약품 제조업,17442567,8721283500
228,223310,경남제약헬스케어,105802,소프트웨어 개발 및 공급업,11396461,1139646100
229,2100,경농,32003,"비료, 농약 및 살균, 살충제 제조업",21691750,10845875000
230,9450,경동나비엔,32805,가정용 기기 제조업,13604730,13604730000
231,267290,경동도시가스,43502,연료용 가스 제조 및 배관공급업,5895406,14738515000
232,12320,경동인베스트,116409,기타 금융업,2365023,11825115000
233,11040,경동제약,32102,의약품 제조업,30768766,15684383000
234,50,경방,74701,종합 소매업,27415270,13707635000
235,214390,경보제약,32101,기초 의약물질 및 생물학적 제제 제조업,23906860,11953430000
236,12610,경인양행,32001,기초 화학물질 제조업,41306365,20653182500
237,9140,경인전자,32602,전자부품 제조업,1570797,7853985000
238,24910,경창산업,33003,자동차 신품 부품 제조업,35819005,17909502500
239,13580,계룡건설,64102,토목 건설업,8930907,44654535000
240,12200,계양전기,32901,일반 목적용 기계 제조업,32600000,17000000000
241,2140,고려산업,31006,"곡물가공품, 전분 및 전분제품 제조업",24939425,24939425000
242,198440,고려시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",31979960,3197996000
243,49720,고려신용정보,147509,기타 사업지원 서비스업,14300000,7150000000
244,10130,고려아연,32402,1차 비철금속 제조업,18870000,94350000000
245,2240,고려제강,32401,1차 철강 제조업,23000000,23000000000
246,14570,고려제약,32102,의약품 제조업,11000000,5500000000
247,348150,고바이오랩,137001,자연과학 및 공학 연구개발업,15549514,7774757000
248,98460,고영,32902,특수 목적용 기계 제조업,13730951,6865475500
249,38530,골드퍼시픽,74604,생활용품 도매업,69513992,34756996000
250,900280,골든센츄리,116409,기타 금융업,158780000,31756000
251,215000,골프존,105802,소프트웨어 개발 및 공급업,6275415,3137707500
252,121440,골프존뉴딘홀딩스,74601,상품 중개업,42836818,21418409000
253,183410,골프존데카,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",4111161,2055580500
254,76340,관악산업,64201,기반조성 및 시설물 축조관련 전문공사업,4871460,2435730000
255,9290,광동제약,32102,의약품 제조업,52420851,52420851000
256,14200,광림,33001,자동차용 엔진 및 자동차 제조업,52922234,26461117000
257,17040,광명전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",43337615,21668807500
258,17900,광전자,32601,반도체 제조업,57943763,28971881500
259,37710,광주신세계,74701,종합 소매업,1600000,8000000000
260,26910,광진실업,32401,1차 철강 제조업,6405405,3202702500
261,90150,광진윈텍,33003,자동차 신품 부품 제조업,9658393,4829196500
262,355150,교보10호스팩,116409,기타 금융업,5320000,532000000
263,331520,교보9호스팩,116601,금융 지원 서비스업,3880000,388000000
264,30610,교보증권,116601,금융 지원 서비스업,64653296,3.23266E+11
